prod_id,vietnamese_name,pos_button_name_now,english_description,source,price_vnd,on_till
1406,NƯỚC CAM CÀ RỐT,NƯỚC CAM CÀ RỐT / Orange & carrot juice,Freshly pressed orange and carrot juice.,inferred,60000,yes
1407,NƯỚC CAM CHANH DÂY,NƯỚC CAM CHANH DÂY / Orange & passion fruit juice,Freshly pressed orange and passion fruit juice.,inferred,60000,yes
1408,NƯỚC CAM THƠM,NƯỚC CAM THƠM / Orange & pineapple juice,Freshly pressed orange and pineapple juice.,inferred,60000,yes
1409,NƯỚC THƠM CHANH DÂY,NƯỚC THƠM CHANH DÂY / Pineapple & passion fruit juice,Freshly pressed pineapple and passion fruit juice.,inferred,60000,yes
1410,SINH TỐ BƠ,SINH TỐ BƠ / Avocado smoothie,Avocado smoothie.,inferred,65000,yes
1411,SINH TỐ CHUỐI,SINH TỐ CHUỐI / Banana smoothie,Banana smoothie.,inferred,65000,yes
1412,SINH TỐ CÀ CHUA,SINH TỐ CÀ CHUA / Tomato smoothie,Tomato smoothie.,inferred,65000,yes
1413,SINH TỐ CHANH DÂY,SINH TỐ CHANH DÂY / Passion fruit smoothie,Passion fruit smoothie.,inferred,65000,yes
1423,BIA SAIGON,BIA SAIGON / Saigon beer,Saigon lager.,inferred,35000,yes
1424,BIA LAURE,BIA LAURE / Larue beer,Larue lager.,inferred,35000,yes
1433,RƯỢU ỔI,RƯỢU ỔI / Guava liquor,House guava liquor.,inferred,115000,yes
1434,RƯỢU NẾP CẨM,RƯỢU NẾP CẨM / Black sticky rice wine,House black sticky rice wine.,inferred,125000,yes
1436,BACARDI,BACARDI  (name unchanged - already English),Bacardi white rum.,inferred,45000,yes
1438,SMINOFF VODKA,SMINOFF VODKA  (name unchanged - already English),Smirnoff vodka.,inferred,45000,yes
1437,GORDON GIN,GORDON GIN  (name unchanged - already English),Gordon's London dry gin.,inferred,45000,yes
1435,TEQUILA,TEQUILA  (name unchanged - already English),Tequila.,inferred,45000,yes
1439,BAILEY,BAILEY  (name unchanged - already English),Baileys Irish cream liqueur.,inferred,45000,yes
1440,KAHKUA,KAHKUA  (name unchanged - already English),Kahlúa coffee liqueur.,inferred,45000,yes
1441,COINTREAU,COINTREAU  (name unchanged - already English),Cointreau orange liqueur.,inferred,45000,yes
1442,REMY MARTIN,REMY MARTIN  (name unchanged - already English),Rémy Martin cognac.,inferred,95000,yes
1415,B52,B52  (name unchanged - already English),"B52 layered shot: coffee liqueur, Irish cream and orange liqueur.",inferred,95000,yes
1416,MARGARITA,MARGARITA  (name unchanged - already English),"Margarita: tequila, orange liqueur and lime.",inferred,95000,yes
1417,MOJITO,MOJITO  (name unchanged - already English),"Mojito: white rum, lime, mint and soda.",inferred,95000,yes
1418,TEQUILA SINRISE,TEQUILA SINRISE  (name unchanged - already English),"Tequila sunrise: tequila, orange juice and grenadine.",inferred,95000,yes
1419,DAIQUIRI,DAIQUIRI  (name unchanged - already English),"Daiquiri: white rum, lime and sugar.",inferred,95000,yes
1420,LAKTINI,LAKTINI  (name unchanged - already English),"Laktini, the house signature cocktail.",inferred,95000,yes
1421,PASSIONATE VODKA,PASSIONATE VODKA  (name unchanged - already English),Vodka with fresh passion fruit.,inferred,95000,yes
1422,PASSIONFRUITJITO,PASSIONFRUITJITO  (name unchanged - already English),"Passion fruit mojito: white rum, passion fruit, mint and soda.",inferred,95000,yes
1414,VIRGIN SUNRISE,VIRGIN SUNRISE  (name unchanged - already English),"Virgin sunrise: orange juice and grenadine, alcohol free.",inferred,65000,yes
1445,VANG LY ( ĐỎ),VANG LY ( ĐỎ) / Red wine by the glass,"House red wine, by the glass.",inferred,85000,yes
1446,VANG LY ( TRẮNG),VANG LY ( TRẮNG) / White wine by the glass,"House white wine, by the glass.",inferred,85000,yes
1444,VANG DALAT ( ĐỎ),VANG DALAT ( ĐỎ) / Dalat red wine (bottle),"Dalat red wine, Vietnam. Bottle.",inferred,355000,yes
1443,VANG DALAT ( TRẮNG),VANG DALAT ( TRẮNG) / Dalat white wine (bottle),"Dalat white wine, Vietnam. Bottle.",inferred,355000,yes
1313,POL REMY DEMI ( SPARLING WINE - FRANCE),POL REMY DEMI ( SPARLING WINE - FRANCE)  (name unchanged - already English),"Demi-sec sparkling wine, France. Bottle.",inferred,875000,yes
1315,CHATEAU FONCROSE CABERNET SAUVIGNON,CHATEAU FONCROSE CABERNET SAUVIGNON  (name unchanged - already English),"Cabernet Sauvignon red wine, France. Bottle.",inferred,895000,yes
1314,CHATEAU FONCROSE SAUVIGNON BLANC,CHATEAU FONCROSE SAUVIGNON BLANC  (name unchanged - already English),"Sauvignon Blanc white wine, France. Bottle.",inferred,895000,yes
1317,TARAPACA COSHECHA CABERNET SAUVIGNON,TARAPACA COSHECHA CABERNET SAUVIGNON  (name unchanged - already English),"Cabernet Sauvignon red wine, Chile. Bottle.",inferred,765000,yes
1316,TARAPACA COSHECHA SAUVIGNON BLANC,TARAPACA COSHECHA SAUVIGNON BLANC  (name unchanged - already English),"Sauvignon Blanc white wine, Chile. Bottle.",inferred,765000,yes
1318,MẬT ONG,MẬT ONG / Honey,"Jar of local honey, to take away.",inferred,135000,yes
1319,BỘT CACAO,BỘT CACAO / Cocoa powder,"Pack of local cocoa powder, to take away.",inferred,200000,yes
1320,CÀ PHÊ BỘT,CÀ PHÊ BỘT / Ground coffee,"Pack of local ground coffee, to take away.",inferred,250000,yes
